label,density,I_db
cav05,4.96282230661603,13.788614475408329
cav25,22.933229727479603,19.462967950181685
cav50,43.51531705550358,26.263083292197155
cav100,60.75075628041562,29.557973077055017
mainstreet50,34.96207282831663,24.594687324833234
