a0,a1,a2,a3,form
-4.875450944864399,1.260788147226148,-0.07641553663181214,0.6367529230549551,q=sigmoid(a0+a1*log10(rate)+a2*log10(n+1)+a3*log10(rate)*log10(n+1)); collision=1-prod(1-q_i)
