timeMs,cellId,rnti,bwpId,frame,subFrame,slot,txRnti,srcL2Id,dstL2Id,psschRbStart,psschRbLen,psschSymStart,psschSymLen,psschMcs,ndi,rv,tbSizeBytes,avrgSinr,minSinr,psschTbler,psschCorrupt,sci2Tbler,sci2Corrupt,SEED,RUN
10986.928563,0,80,0,1098,6,0,3,3,255,10,20,1,12,14,1,0,291,2806.856572649678,2762.5340171433595,0,0,0,0,1,1
11017.928563,0,62,0,1101,7,0,4,4,255,30,20,1,12,14,1,0,291,251840.54245198317,154476.41122626828,0,0,0,0,1,1
11068.928563,0,32,0,1106,8,0,1,1,255,0,20,1,12,14,1,0,291,1977.6011579054884,1544.1427376539564,0,0,0,0,1,1
11098.928563,0,15,0,1109,8,0,2,2,255,20,20,1,12,14,1,0,291,2705.876374370945,428.70973663353664,0,0,0,0,1,1
11117.928563,0,93,0,1111,7,0,4,4,255,30,20,1,12,14,1,0,291,213.98270066026072,56.80951591402311,0,0,0,0,1,1
11168.928563,0,64,0,1116,8,0,1,1,255,0,20,1,12,14,1,0,291,218.21982396223333,141.11922734321683,0,0,0,0,1,1
11198.928563000001,0,50,0,1119,8,0,2,2,255,20,20,1,12,14,1,0,291,37.04183671494655,19.176736899726954,0,0,0,0,1,1
11238.928563,0,29,0,1123,8,0,5,5,255,0,20,1,12,14,1,0,291,383.47713033643856,165.39123757152595,0,0,0,0,1,1
11286.928563,0,12,0,1128,6,0,3,3,255,10,20,1,12,14,1,0,291,18.974083564277826,0.9548896900813476,0.0256,0,0,0,1,1
11298.928563000001,0,93,0,1129,8,0,2,2,255,20,20,1,12,14,1,0,291,422.3986634782781,310.66512347206526,0,0,0,0,1,1
11338.928563,0,68,0,1133,8,0,5,5,255,0,20,1,12,14,1,0,291,264.85767660794943,111.96648443368677,0,0,0,0,1,1
11386.928563,0,48,0,1138,6,0,3,3,255,10,20,1,12,14,1,0,291,86.06491901459346,46.54953028619025,0,0,0,0,1,1
11399.928563,0,34,0,1139,9,0,4,4,255,10,20,1,12,14,1,0,291,7653.7815352518155,6603.019189601217,0,0,0,0,1,1
11468.928563000001,0,6,0,1146,8,0,1,1,255,0,20,1,12,14,1,0,291,46.242016774785824,33.967014153461456,0,0,0,0,1,1
11486.928563,0,89,0,1148,6,0,3,3,255,10,20,1,12,14,1,0,291,2762.3285740114725,2031.0333260244092,0,0,0,0,1,1
11499.928563,0,75,0,1149,9,0,4,4,255,10,20,1,12,14,1,0,291,1132.415372715076,902.8477086715371,0,0,0,0,1,1
11568.928563,0,52,0,1156,8,0,1,1,255,0,20,1,12,14,1,0,291,5373.279560277459,3140.2874603356613,0,0,0,0,1,1
11597.928563,0,38,0,1159,7,0,2,2,255,30,20,1,12,14,1,0,291,4589.286002159723,3592.135952240013,0,0,0,0,1,1
11647.928563000001,0,12,0,1164,7,0,5,5,255,10,20,1,12,14,1,0,291,54.56297650850236,35.74197371084307,0,0,0,0,1,1
11668.928563,0,93,0,1166,8,0,1,1,255,0,20,1,12,14,1,0,291,17.49668607479939,8.698686255846129,0,0,0,0,1,1
11697.928563,0,80,0,1169,7,0,2,2,255,30,20,1,12,14,1,0,291,2769.49243384792,1234.187983246875,0,0,0,0,1,1
11747.928563,0,58,0,1174,7,0,5,5,255,10,20,1,12,14,1,0,291,8.857957356170175,4.303885811921107,0.8184713,1,0,0,1,1
11786.928563,0,40,0,1178,6,0,3,3,255,10,20,1,12,14,1,0,291,1853.8646208334794,1677.245434308041,0,0,0,0,1,1
11799.928563,0,26,0,1179,9,0,4,4,255,10,20,1,12,14,1,0,291,1052.3850071804927,702.4096590405068,0,0,0,0,1,1
11859.928563000001,0,57,0,1185,9,0,5,5,255,20,20,1,12,14,0,1,291,51.29195157818744,36.40575050711822,0,0,0,0,1,1
11886.928563,0,83,0,1188,6,0,3,3,255,10,20,1,12,14,1,0,291,375.3233442456189,328.76058401092877,0,0,0,0,1,1
11899.928563,0,66,0,1189,9,0,4,4,255,10,20,1,12,14,1,0,291,574.3746195329531,495.8380694852003,0,0,0,0,1,1
11967.928563,0,37,0,1196,7,0,1,1,255,0,20,1,12,14,1,0,291,6353.4525259839575,3484.9525331641776,0,0,0,0,1,1
11998.928563,0,23,0,1199,8,0,2,2,255,20,20,1,12,14,1,0,291,14.758172816214998,3.935269586787438,0,0,0,0,1,1
11999.928563,0,69,0,1199,9,0,4,4,255,10,20,1,12,14,1,0,291,228.44884389867966,212.8662256294565,0,0,0,0,1,1
12067.928563000001,0,21,0,1206,7,0,1,1,255,0,20,1,12,14,1,0,291,28649.822598182916,28477.36881408196,0,0,0,0,1,1
12098.928563,0,7,0,1209,8,0,2,2,255,20,20,1,12,14,1,0,291,8854.813935283204,7937.836970782876,0,0,0,0,1,1
12105.928563000001,0,29,0,1210,5,0,4,4,255,10,20,1,12,14,1,0,291,69.50953467919882,61.91433774224821,0,0,0,0,1,1
