run_number,seed_set,run_id,dist_bin_m,attempts,delivered,pdr,drop_hd,drop_prop,drop_sps,drop_base,drop_cap
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,0,3011,2948,0.979077,28,0,35,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,10,6954,6774,0.974116,69,0,111,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,20,7969,7773,0.975405,74,0,122,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,30,8892,8689,0.977170,83,0,120,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,40,12231,11932,0.975554,131,0,168,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,50,12892,12570,0.975023,141,0,181,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,60,12451,12162,0.976789,130,0,159,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,70,8832,8626,0.976676,80,0,126,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,80,6631,6464,0.974815,76,0,91,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,90,9433,9237,0.979222,79,0,117,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,100,6441,6241,0.968949,74,0,126,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,110,5270,5128,0.973055,55,0,87,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,120,5009,4872,0.972649,50,0,87,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,130,4536,4417,0.973765,51,0,68,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,140,4378,4257,0.972362,58,0,63,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,150,2332,2279,0.977273,19,1,33,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,160,2015,1972,0.978660,19,1,23,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,170,1043,1007,0.965484,12,1,23,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,180,753,729,0.968127,11,0,13,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,190,656,639,0.974085,8,0,9,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,200,629,615,0.977742,2,1,11,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,210,270,265,0.981481,2,0,3,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,220,242,233,0.962810,4,0,5,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,230,484,476,0.983471,4,1,3,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,240,224,217,0.968750,3,0,4,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,250,194,192,0.989691,2,0,0,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,260,949,931,0.981033,6,5,7,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,270,1769,1722,0.973431,13,8,26,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,280,2396,2326,0.970785,20,16,34,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,290,1396,1343,0.962034,15,15,23,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,300,324,318,0.981481,2,2,2,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,310,999,969,0.969970,7,7,16,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,320,2086,2004,0.960690,24,15,43,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,330,1515,1460,0.963696,19,15,21,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,340,659,628,0.952959,7,8,16,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,350,172,162,0.941860,3,1,6,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,360,92,89,0.967391,0,1,2,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,370,564,540,0.957447,4,14,6,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,380,100,91,0.910000,1,4,4,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,390,105,100,0.952381,2,3,0,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,400,117,111,0.948718,1,3,2,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,410,209,195,0.933014,2,8,4,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,420,338,319,0.943787,4,9,6,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,430,208,197,0.947115,1,8,2,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,440,142,138,0.971831,1,3,0,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,450,235,227,0.965957,1,4,3,0,0
0,0,Prop_Analytical_M3_CAV05-0-20260719-01:10:53-60949,460,15,15,1.000000,0,0,0,0,0
