run_number,seed_set,run_id,dist_bin_m,attempts,delivered,pdr,drop_hd,drop_prop,drop_sps,drop_base,drop_cap
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,0,85799,69336,0.808121,891,0,15572,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,10,98782,80015,0.810016,1043,0,17724,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,20,87185,71272,0.817480,853,0,15060,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,30,99563,81356,0.817131,1003,0,17204,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,40,93425,76496,0.818796,930,0,15999,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,50,110178,90418,0.820654,1014,0,18746,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,60,126508,103566,0.818652,1305,0,21637,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,70,138289,113294,0.819255,1299,0,23696,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,80,156676,128440,0.819781,1544,0,26692,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,90,151376,123883,0.818379,1504,2,25987,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,100,106291,86542,0.814199,1094,3,18652,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,110,84977,69341,0.815997,855,7,14774,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,120,70505,57530,0.815970,674,7,12294,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,130,59743,49272,0.824733,600,11,9860,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,140,55297,45568,0.824059,536,13,9180,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,150,46967,38795,0.826005,502,14,7656,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,160,37242,30868,0.828849,353,14,6007,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,170,30009,25051,0.834783,292,15,4651,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,180,27318,22765,0.833333,243,31,4279,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,190,22955,18942,0.825180,241,22,3750,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,200,13596,11078,0.814798,136,17,2365,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,210,10388,8517,0.819888,113,24,1734,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,220,7183,5897,0.820966,78,22,1186,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,230,4588,3812,0.830863,32,8,736,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,240,3738,3149,0.842429,34,16,539,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,250,3779,3175,0.840169,36,14,554,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,260,5775,4818,0.834286,55,29,873,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,270,4825,4054,0.840207,53,23,695,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,280,3839,3245,0.845272,45,27,522,0,0
