run_number,seed_set,run_id,dist_bin_m,attempts,delivered,pdr,drop_hd,drop_prop,drop_sps,drop_base,drop_cap
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,290,2784,2332,0.837644,32,14,406,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,300,1176,980,0.833333,15,11,170,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,310,1778,1467,0.825084,18,14,279,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,320,2169,1774,0.817888,26,28,341,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,330,2024,1693,0.836462,19,15,297,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,340,2316,1869,0.806995,28,32,387,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,350,1445,1195,0.826990,13,18,219,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,360,754,600,0.795756,6,7,141,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,370,766,611,0.797650,10,12,133,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,380,564,464,0.822695,3,11,86,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,390,404,332,0.821782,5,12,55,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,400,316,262,0.829114,2,6,46,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,410,314,267,0.850318,3,5,39,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,420,275,229,0.832727,3,9,34,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,430,349,283,0.810888,3,10,53,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,440,391,337,0.861893,5,17,32,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,450,942,778,0.825902,10,29,125,0,0
0,0,Prop_Analytical_M3_CAV100-0-20260719-01:46:35-70234,460,8,4,0.500000,0,0,4,0,0
